"review","reply"
"what are all these paid reviews. smoothie/milkshake came like a normal drink with cube ice. not thick at all.","We sincerely apologize for the unpleasant experience. Ensuring quality is our priority.
We found that your order did not come with any smoothie/milkshake added on.
Please contact us directly so we can make it right for you.
B.Rgds.
Albert Segovia"
"Probably should change name to lafries. Fries was better than pasta","Hi there! We value our customer's feedbacks seriously, please do drop us a dm on Insta and let us know what went wrong! :)"
"Tasty as usual. Special requests met too. ","Thank you for your continuous support !! We really appreciate it !!!"
"Fresh and succulent prawn ! Food was piping hot when arrived. ","Thank you for your support !!!"
"3rd time ordering. Fantastic broth as always. ","Thank you for your continuous support !! We appreciate your 5 star rating !!"
"Used to be very nice in Northpoint ???  why the standard drop so much? ","Hi Sir/Madam, Experience sorry and apologize from our end. Please help to call this number +65 87134343 so that we can collect your valuable detail feedback and improve on our end. Thanks and Regards "
"fanciest keropok lekore I've had! really good ????","????Thank you customer for ur support.????"
"No separation tubs for gravy / soup for noodles . ","Dear customer , if you want to separate the soup/ gravy, you can remark it when you order . Otherwise we packed standard. Thank you "
"Juicy tender chicken.  Batter is not thick. Truffle mayo and fries (tried seeet potato and normal potato), both good. Will order again ","Thank you very much for the kind words!  Hope to serve you again soon!"
"Good packaging. Correct orders. Portion size is just right. Food is delicious especially the Gado Gado. ","Thank you for leaving us a review!
We're glad you've enjoyed our gado-gado and soto ??????
We hope to serve you again ????"
"Great food. Will order again. Love the way you respond to negative reviews here! ","This are all ppl trying to tarnish our reputation n hard work.... GUESS someone from other stall ... lolx????????"
"First time tried lontong, and it's soo nice. the nasi lemak as usual is very nice. thank youu.","Thankiu.... u r nice too ????????"
"Well packed , prompt delivery ","Thank you ???See you again????
???????????????????"
"the both dry noodles tt order tast was not very nice ..","I apologize for the unpleasant taste of the dry noodles in both orders. Your feedback is valuable to us. Please provide more details about your order so we can address the issue and improve our service. Thank you for bringing this to our attention."
"The noodle is super nice! We will order again!! ","I'm glad to hear that you enjoyed the noodles! We look forward to serving you again. If you have any specific preferences for your next order, feel free to let us know. Thank you for your positive feedback!"
"?????????????????????????????????????????????????????????????????????","???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"?????????????????????????????????????????????????????????????????????","???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"????????????","???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"They cook the tangsuyuk & sauce together & it was barely enough, half of it wasnt in sause so it taste extremely bland. For the price its not worth it.","Sorry for your experience.
We will put more concern about your issue not to happen again .
????????"
"I don't want to order in here anymore. Worst delivery, no apologize so good","Hope we to be able to hear from you again.
And share your unpleasant experience if you do not mind .
????????"
"Ordered the sausage jjajangmyeon and it???s pretty good, tastes like the frozen O.bba jjajangmyeon though. Minus 1 star because very little kimchi/radish given, and food is 42% more ex on delivery lol","Concerning about your experience and we can serve you better for next time .
????????"
"Thoughtfully packed and delivery was on point. Ordered the jjajangmyeon, jjampong and tangsyuk- all were exceptional! Seller also listened to my request. ???????????????!! Thank you! ","Thank you your valuable comment and hope to meet you again very soon .

????????"
"Paid 14 dollar for the tangsuk but only have a few pieces","We have been focus on improving our menu.
Hope to see you again soon .
????????"
"drinks taste good, especially like the hazelnut milk tea
but the drinks don't always come filled to the brim of the cup, and the less volume is quite obvious ","Hi, it???s becos of the layer of froth that appears straight after we shake the tea. But by the time it reaches you the froth would have settled down, hence lesser volume. "
"I'm a big fan of your drinks! The uniqueness and perfect level of sweetness stand out. Thank you, and I'll definitely be ordering again soon.","Dear customer,
Thanks for your support."
"Nasi goreng superb! ????
Tahu begedil filling generous portion, sambal kicap awesome..
Begedil in Nasi Sambal Goreng is flavorful. Sambal goreng is tasty! ","Thank you for your wonderful feedback! We're grateful for your support and delighted that you enjoyed our food. Your satisfaction is our utmost priority, and we can't wait to serve you again."
